variable,familia,rol,uso,significado,unidades,fundamento_predictivo,limitaciones,fuente,metodo,tipo,n_faltantes,faltantes_pct,n_distintos,rango_o_ejemplos
zn_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de zinc; etiqueta local «21,13 - 31,74». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_zn,proporciones alternativas a moda; no concentraciones,float32,143553,28.89233277314307,25,0.0 … 1.0
zn_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 2 de zinc; etiqueta local «31,75 - 41,08». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_zn,proporciones alternativas a moda; no concentraciones,float32,143553,28.89233277314307,24,0.0 … 1.0
zn_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata en lista; descartar como señal de valor constante,"Fracción del área válida asignada a clase 3 de zinc; etiqueta local «41,09 - 56,62». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida. En esta ejecución es 0 en todas las celdas no nulas: no discrimina valores; revisar paleta/rechazo RGB.",geoquimica_zn,proporciones alternativas a moda; no concentraciones,float32,143553,28.89233277314307,1,0.0 … 0.0
zn_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de zinc; etiqueta local «56,63 - 73,79». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_zn,proporciones alternativas a moda; no concentraciones,float32,143553,28.89233277314307,61,0.0 … 1.0
zn_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de zinc; etiqueta local «73,8 - 90,5». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_zn,proporciones alternativas a moda; no concentraciones,float32,143553,28.89233277314307,120,0.0 … 1.0
zn_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de zinc; etiqueta local «90,51 - 157». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_zn,proporciones alternativas a moda; no concentraciones,float32,143553,28.89233277314307,107,0.0 … 1.0
zn_proporcion_clase_7,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 7 de zinc; etiqueta local «157,01 - 21.638,97». No son unidades de concentración verificadas.",fracción 0–1 del área válida,"Contexto de asociaciones polimetálicas; puede añadir información conjunta, aunque Zn elevado por sí solo no acredita Au.","Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_zn,proporciones alternativas a moda; no concentraciones,float32,143553,28.89233277314307,43,0.0 … 1.0
w_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de wolframio con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,Puede acompañar sistemas hidrotermales relacionados con intrusiones; su asociación espacial con Au no exige correlación de concentraciones.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_w,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,85228,17.15349548661078,6,0.0 … 6.0
w_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de wolframio; etiqueta local «0,5 - 0,53». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede acompañar sistemas hidrotermales relacionados con intrusiones; su asociación espacial con Au no exige correlación de concentraciones.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_w,proporciones alternativas a moda; no concentraciones,float32,85228,17.15349548661078,56,0.0 … 1.0
w_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de wolframio; etiqueta local «0,54 - 0,68». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede acompañar sistemas hidrotermales relacionados con intrusiones; su asociación espacial con Au no exige correlación de concentraciones.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_w,proporciones alternativas a moda; no concentraciones,float32,85228,17.15349548661078,75,0.0 … 1.0
w_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata en lista; descartar como señal de valor constante,"Fracción del área válida asignada a clase 2 de wolframio; etiqueta local «0,69 - 0,84». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede acompañar sistemas hidrotermales relacionados con intrusiones; su asociación espacial con Au no exige correlación de concentraciones.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida. En esta ejecución es 0 en todas las celdas no nulas: no discrimina valores; revisar paleta/rechazo RGB.",geoquimica_w,proporciones alternativas a moda; no concentraciones,float32,85228,17.15349548661078,1,0.0 … 0.0
w_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 3 de wolframio; etiqueta local «0,85 - 1,32». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede acompañar sistemas hidrotermales relacionados con intrusiones; su asociación espacial con Au no exige correlación de concentraciones.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_w,proporciones alternativas a moda; no concentraciones,float32,85228,17.15349548661078,90,0.0 … 1.0
w_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de wolframio; etiqueta local «1,33 - 2,27». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede acompañar sistemas hidrotermales relacionados con intrusiones; su asociación espacial con Au no exige correlación de concentraciones.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_w,proporciones alternativas a moda; no concentraciones,float32,85228,17.15349548661078,129,0.0 … 1.0
w_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de wolframio; etiqueta local «2,28 - 6,5». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede acompañar sistemas hidrotermales relacionados con intrusiones; su asociación espacial con Au no exige correlación de concentraciones.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_w,proporciones alternativas a moda; no concentraciones,float32,85228,17.15349548661078,96,0.0 … 1.0
w_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de wolframio; etiqueta local «6,51 - 473,61». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Puede acompañar sistemas hidrotermales relacionados con intrusiones; su asociación espacial con Au no exige correlación de concentraciones.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_w,proporciones alternativas a moda; no concentraciones,float32,85228,17.15349548661078,36,0.0 … 1.0
elevacion_media_m,Relieve,predictor_candidato,Candidata; no aprobada,"Media de elevación del MDT nativo de 500 m, ponderada por área terrestre válida dentro de la celda de 1 km.",m,"Contextualiza posición geomorfológica, exposición y nivel erosivo; puede también capturar diferencias regionales ajenas a mineralización.",Soporte regional: derivados nativos de 500 m promediados a 1 km. TPI/desviación requieren ≥95 % de vecinos válidos; sin relación universal creciente con Au.,MDT banda 1,derivación nativa 500m; TPI z-media circular incluyendo centro; desviación poblacional; media terrestre a 1km,float32,0,0.0,488938,-2.0 … 3317.0390625
pendiente_grados,Relieve,predictor_candidato,Candidata; no aprobada,"Media terrestre de pendientes calculadas a 500 m con diferencias centrales: atan(raíz(dx²+dy²)), convertida a grados.",grados,Aproxima inclinación y procesos de erosión/transporte; puede ayudar en modelos aluviales junto con otras variables. No mide pendiente de cauce.,Soporte regional: derivados nativos de 500 m promediados a 1 km. TPI/desviación requieren ≥95 % de vecinos válidos; sin relación universal creciente con Au.,MDT banda 1,derivación nativa 500m; TPI z-media circular incluyendo centro; desviación poblacional; media terrestre a 1km,float32,5104,1.0272614746757103,488460,0.0 … 38.870479583740234
tpi_1000m_m,Relieve,predictor_candidato,Candidata; no aprobada,"Elevación menos media de vecinos en radio 1000 m, incluyendo el centro; luego media terrestre a 1 km. Positivo: alto relativo; negativo: bajo relativo.",m,"Describe posición relativa en laderas, valles y divisorias; posible contexto de transporte y acumulación.",Soporte regional: derivados nativos de 500 m promediados a 1 km. TPI/desviación requieren ≥95 % de vecinos válidos; sin relación universal creciente con Au.,MDT banda 1,derivación nativa 500m; TPI z-media circular incluyendo centro; desviación poblacional; media terrestre a 1km,float32,7488,1.5070795302452427,486734,-232.2666778564453 … 236.5657196044922
desv_elevacion_1000m_m,Relieve,predictor_candidato,Candidata; no aprobada,Desviación estándar poblacional de elevaciones en radio 1000 m; luego media terrestre a 1 km. Mide variabilidad del relieve; no es error del MDT ni TRI.,m,Resume contraste topográfico a esta escala; puede contextualizar erosión y relieve de cuenca sin identificar directamente Au.,Soporte regional: derivados nativos de 500 m promediados a 1 km. TPI/desviación requieren ≥95 % de vecinos válidos; sin relación universal creciente con Au.,MDT banda 1,derivación nativa 500m; TPI z-media circular incluyendo centro; desviación poblacional; media terrestre a 1km,float32,7488,1.5070795302452427,486477,0.0 … 381.6034240722656
tpi_5000m_m,Relieve,predictor_candidato,Candidata; no aprobada,"Elevación menos media de vecinos en radio 5000 m, incluyendo el centro; luego media terrestre a 1 km. Positivo: alto relativo; negativo: bajo relativo.",m,"Describe posición relativa en laderas, valles y divisorias; posible contexto de transporte y acumulación.",Soporte regional: derivados nativos de 500 m promediados a 1 km. TPI/desviación requieren ≥95 % de vecinos válidos; sin relación universal creciente con Au.,MDT banda 1,derivación nativa 500m; TPI z-media circular incluyendo centro; desviación poblacional; media terrestre a 1km,float32,20263,4.078252206378118,475496,-865.5039672851562 … 846.810302734375
desv_elevacion_5000m_m,Relieve,predictor_candidato,Candidata; no aprobada,Desviación estándar poblacional de elevaciones en radio 5000 m; luego media terrestre a 1 km. Mide variabilidad del relieve; no es error del MDT ni TRI.,m,Resume contraste topográfico a esta escala; puede contextualizar erosión y relieve de cuenca sin identificar directamente Au.,Soporte regional: derivados nativos de 500 m promediados a 1 km. TPI/desviación requieren ≥95 % de vecinos válidos; sin relación universal creciente con Au.,MDT banda 1,derivación nativa 500m; TPI z-media circular incluyendo centro; desviación poblacional; media terrestre a 1km,float32,20263,4.078252206378118,473529,0.15063178539276123 … 609.320068359375
dist_cauce_m,Hidrografía,predictor_candidato,Candidata; no aprobada,"Distancia euclídea del centro de celda a la traza más próxima de cauce, buscada hasta 10000 m.",m,"Contextualiza transporte y acumulación detrítica; para Au aluvial importan además fuente aguas arriba, conectividad y trampas sedimentarias.",NaN si no se encuentra traza en 10 km; no es distancia cero ni ausencia geológica. No se calcula desde el borde de la celda; la cobertura del levantamiento no está acreditada.,hidrografia,centro a traza cartografiada; NaN sin traza dentro de 10000 m; cobertura no acreditada,float32,13500,2.717090499240221,480443,0.0027415300719439983 … 9999.9609375
dens_aprox_cauce_1000m_km_km2,Hidrografía,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cauce por superficie terrestre en una ventana de radio 1000 m.,km/km²,"Contextualiza transporte y acumulación detrítica; para Au aluvial importan además fuente aguas arriba, conectividad y trampas sedimentarias. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.","Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",hidrografia,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,231533,0.0 … 3.6718742847442627
dens_aprox_cauce_5000m_km_km2,Hidrografía,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cauce por superficie terrestre en una ventana de radio 5000 m.,km/km²,"Contextualiza transporte y acumulación detrítica; para Au aluvial importan además fuente aguas arriba, conectividad y trampas sedimentarias. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.","Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",hidrografia,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,441948,0.0 … 1.1030036211013794
dens_aprox_cauce_10000m_km_km2,Hidrografía,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cauce por superficie terrestre en una ventana de radio 10000 m.,km/km²,"Contextualiza transporte y acumulación detrítica; para Au aluvial importan además fuente aguas arriba, conectividad y trampas sedimentarias. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.","Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",hidrografia,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,478660,0.0 … 0.7008928060531616
unidades_granitoides_explicitos_fraccion,Asociaciones litológicas,predictor_candidato,Candidata; no aprobada,Suma de fracciones de unidades: Granitoides de dos micas; Otros granitoides. Fórmula: litologia_u011_fraccion + litologia_u015_fraccion.,fracción 0–1,"Contexto granítico para evaluar sistemas relacionados con intrusiones; necesita edad, fertilidad y geoquímica compatibles.",Combinación determinista de fracciones existentes; no añade una medición independiente. No estima el porcentaje interno de cada roca.,litologia,suma de unidades explícitas; no proporción interna de roca,float32,15392,3.097885701059665,18661,0.0 … 1.0
unidades_mixtas_con_granitoides_fraccion,Asociaciones litológicas,predictor_candidato,Candidata; no aprobada,"Suma de fracciones de unidades: Migmatitas, mármoles y granitoides indiferenciados. Fórmula: litologia_u014_fraccion.",fracción 0–1,"Unidad mixta de basamento y granitoides; puede aportar contexto térmico e intrusivo, pero no cuantifica cuánto granito contiene.",Duplicado exacto de una fracción original; elegir una representación. No estima el porcentaje interno de cada roca.,litologia,suma de unidades explícitas; no proporción interna de roca,float32,15392,3.097885701059665,1840,0.0 … 1.0
unidades_volcanicas_fraccion,Asociaciones litológicas,predictor_candidato,Candidata; no aprobada,Suma de fracciones de unidades: Vulcanitas y rocas volcanoclásticas. Fórmula: litologia_u019_fraccion.,fracción 0–1,Contexto volcánico/volcanoclástico donde se pueden probar hipótesis hidrotermales; no informa sobre alteración ni fertilidad.,Duplicado exacto de una fracción original; elegir una representación. No estima el porcentaje interno de cada roca.,litologia,suma de unidades explícitas; no proporción interna de roca,float32,15392,3.097885701059665,5324,0.0 … 1.0
unidades_basicas_ultrabasicas_fraccion,Asociaciones litológicas,predictor_candidato,Candidata; no aprobada,Suma de fracciones de unidades: Serpentinitas y peridotitas. Rocas básicas y ultrabásicas. Fórmula: litologia_u018_fraccion.,fracción 0–1,Contexto máfico y ultramáfico; permite probar controles del encajante y contrastes litológicos sin asumir asociación universal con Au.,Duplicado exacto de una fracción original; elegir una representación. No estima el porcentaje interno de cada roca.,litologia,suma de unidades explícitas; no proporción interna de roca,float32,15392,3.097885701059665,3938,0.0 … 1.0
unidades_con_gneisses_fraccion,Asociaciones litológicas,predictor_candidato,Candidata; no aprobada,Suma de fracciones de unidades: Gneisses. Fórmula: litologia_u010_fraccion.,fracción 0–1,"Representa basamento metamórfico; puede contextualizar zonas de cizalla y vetas, pero gneiss no equivale a roca aurífera.",Duplicado exacto de una fracción original; elegir una representación. No estima el porcentaje interno de cada roca.,litologia,suma de unidades explícitas; no proporción interna de roca,float32,15392,3.097885701059665,3650,0.0 … 1.0
unidades_con_gravas_arenas_limos_fraccion,Asociaciones litológicas,predictor_candidato,Candidata; no aprobada,"Suma de fracciones de unidades: Gravas, conglomerados, arenas y limos. Fórmula: litologia_u012_fraccion.",fracción 0–1,Hipótesis de transporte y acumulación detrítica de Au; la unidad incluye depósitos no auríferos y no distingue terrazas de otros sedimentos.,Duplicado exacto de una fracción original; elegir una representación. No estima el porcentaje interno de cada roca.,litologia,suma de unidades explícitas; no proporción interna de roca,float32,15392,3.097885701059665,68905,0.0 … 1.0
n_candidatos,Etiquetas,etiqueta,Excluir de X,Número de registros de indicios candidatos asignados a la celda; puede haber varios del mismo depósito.,conteo,"Sirve para construir y auditar la respuesta objetivo, no para explicarla.","Incluirla en X filtra información de la etiqueta. U significa no etiquetado, no ausencia de oro.",Fases C/D; código y configuración,,int64,0,0.0,7,0 … 9
n_positivos_revisados,Etiquetas,etiqueta,Excluir de X,Número de registros con positivo_revisado verdadero asignados a la celda.,conteo,"Sirve para construir y auditar la respuesta objetivo, no para explicarla.","Incluirla en X filtra información de la etiqueta. U significa no etiquetado, no ausencia de oro.",Fases C/D; código y configuración,,int64,0,0.0,1,0 … 0
estado_etiqueta,Etiquetas,etiqueta,Excluir de X,P_revisado si n_positivos_revisados > 0; candidato_no_revisado si solo hay candidatos; U si no hay registros candidatos.,categoría,"Sirve para construir y auditar la respuesta objetivo, no para explicarla.","Incluirla en X filtra información de la etiqueta. U significa no etiquetado, no ausencia de oro.",Fases C/D; código y configuración,,str,0,0.0,2,"U: 496,164; candidato_no_revisado: 691"
partition_id,Identificación y soporte territorial,auxiliar_no_predictor,Excluir de X,División entera row // 100; organiza franjas de 100 filas en el Parquet particionado.,entero,No se propone como predictor geológico.,"Partición de almacenamiento, sin significado metalogenético ni función de validación por sí misma.",Fases C/D; código y configuración,,int16,0,0.0,9,0 … 8
